ID_compte;ID_visiteur;ID_produit;quantite
;2847;5778;56
;232;6174;414
6681;;2269;24
;3895;7315;35
;2919;3443;122
;4823;5769;65
5425;;569;190
4305;;5081;352
;9860;3363;368
4642;;596;317
;8957;1476;119
;2169;548;125
;5503;116;171
;11;2244;320
8115;;9137;2
;2385;1892;8
;356;5142;261
;4242;8027;9
;6905;834;140
;3825;6732;260
;9786;404;5
10000;;1753;10
1554;;6524;3
4839;;4195;125
;6902;4467;295
;8970;123;71
;9478;4939;154
9917;;8837;55
968;;3519;19
5033;;4230;310
564;;1627;239
5450;;8417;203
;6571;6568;77
;6072;1454;361
;5641;3597;50
;9495;2877;189
6713;;8630;14
674;;1583;282
7122;;7613;78
;6505;4780;132
;1909;9190;7
8279;;5417;23
;7274;3411;111
;3899;1619;102
870;;3041;59
3145;;2266;160
;7162;482;294
8327;;4928;342
;3495;4305;49
;5083;2418;22
;3649;9088;47
;6254;2711;75
8339;;7125;136
6731;;2618;66
;6779;2036;79
7045;;2024;46
7986;;7433;113
2580;;5931;240
8117;;6159;122
;543;8679;379
;4479;2538;293
5073;;4349;125
;9039;7917;168
636;;9407;85
;4087;2491;285
;711;3838;7
;5015;8506;332
;6035;474;211
;8347;8060;17
3629;;1766;402
8764;;2885;33
;4384;2374;361
7470;;9780;44
;459;5195;9
5201;;1988;5
;8699;4660;105
5935;;6334;368
;145;7982;335
;9719;4416;234
;8784;1873;22
8254;;7612;167
2681;;4617;64
268;;9238;39
3155;;6907;44
;1751;2568;37
450;;9294;71
6879;;8357;302
6073;;4713;69
374;;8927;119
;6694;1812;364
;7338;6960;378
2901;;5435;89
1130;;6358;0
;4402;2639;120
;7133;7748;210
;5079;4472;217
9857;;9997;150
6434;;3300;85
8059;;2305;161
;4437;1561;28
;6677;5209;21
;5302;1606;24
;6500;1765;99
9353;;7548;142
;888;8215;51
;7571;7827;54
3774;;9859;66
;8218;2112;21
;1442;2468;1
;4965;1242;48
;9947;8110;19
;7382;4670;53
6562;;575;24
;381;2174;42
;2484;4211;170
9315;;6476;10
;9171;749;28
5222;;9624;115
;2102;7029;9
4058;;9102;268
5040;;9830;64
;4745;9561;3
;8697;3193;261
;617;3956;86
66;;9230;41
8768;;6416;197
7416;;4511;64
;48;8588;34
8149;;5287;64
1547;;4519;5
5411;;6892;30
;4937;9730;75
2870;;8906;44
;1419;3694;123
;2253;2481;246
;6346;1548;166
;8853;5503;69
7659;;8056;304
7872;;6262;14
;3304;4765;0
;4332;9839;271
9505;;55;23
;9495;2161;313
;6729;2368;151
156;;4545;78
5500;;3706;25
9797;;511;37
;8618;3420;35
;9869;7983;349
4044;;3605;38
;9796;4094;28
;3636;2484;47
;4206;2126;49
;8879;7223;121
2313;;8014;12
;880;3847;81
;686;8922;89
;5129;5358;179
;6163;407;165
;2761;1293;351
5886;;6003;28
;8351;56;69
;8355;1689;231
;8057;5488;29
3593;;626;10
;4358;6291;158
;8377;4039;4
;106;8318;50
;7919;5637;136
9258;;5348;87
9778;;3814;105
2078;;2220;212
;8451;2021;13
5164;;7304;113
7509;;579;114
;1718;8030;100
;4288;2327;23
;636;198;13
;4573;8840;462
;5994;5525;33
;3192;7651;244
;4267;5685;70
;5777;8599;204
;4622;2488;105
;2195;9722;125
;6620;4458;255
;4915;7026;36
;4059;6822;7
4199;;488;281
;9031;5768;47
8487;;9741;267
9367;;4371;117
9824;;6118;12
8378;;2985;120
3925;;8404;0
7779;;1407;99
4645;;7924;122
7589;;7552;395
9201;;1547;1
;9704;3160;130
;6022;8682;2
4180;;2344;2
;3974;2064;56
1466;;6513;51
;1677;18;344
;294;1991;63
;5330;895;82
;803;7394;157
5849;;4569;260
;3693;855;65
;9046;8072;54
;4398;3820;205
8025;;775;34
;2576;9158;35
9412;;7443;261
;1621;7662;27
8842;;394;2
4356;;2978;39
;3227;6379;201
3359;;919;74
7133;;3065;24
;4124;3120;238
;3327;6165;169
4171;;134;27
;7579;9912;10
;3580;3593;13
1086;;6362;369
;6396;5275;181
5890;;1635;199
5452;;9260;189
6432;;287;0
;7030;6644;10
7464;;4825;72
2839;;3442;102
2458;;1110;352
6909;;4036;344
;8496;2035;61
;4473;2051;15
;6541;6011;6
1264;;2983;37
;6219;284;268
;7703;5206;65
;2934;3948;31
;3725;6364;377
;7879;1145;32
;4060;3179;80
5944;;2830;371
;7764;4936;7
952;;9329;123
;2468;3826;234
;1187;8707;89
6503;;7046;55
;6675;4081;155
;3158;6095;69
;7853;6088;17
;7389;7053;169
9777;;2722;49
2701;;5900;285
;5090;6699;172
466;;8911;16
;312;8196;201
;4059;8560;121
7149;;8410;19
8856;;7442;233
977;;2554;325
3953;;8345;120
6786;;2523;300
9487;;934;373
9768;;8057;174
108;;5754;125
5258;;6854;107
6258;;2446;351
;9984;9333;203
4577;;9606;0
8025;;2010;29
;3341;5221;12
5217;;7567;235
;4260;9197;127
2666;;7735;6
;7238;3752;65
3391;;1117;25
6500;;1502;17
;5376;6214;49
;4994;5725;23
3188;;2384;24
6198;;8868;77
8383;;9659;229
2489;;5514;83
9446;;1233;53
3554;;2999;199
;97;1838;3
;3289;9334;293
;449;2695;70
2381;;7907;55
;3717;5372;193
;9322;5655;37
7571;;9485;173
7054;;7871;155
;986;7869;401
3360;;4332;345
;4769;7930;125
;6108;4473;176
;7233;336;188
;3641;5814;55
1029;;336;198
;7280;4600;87
2451;;3125;149
8451;;7317;116
;2817;4886;45
5495;;3850;34
;2081;1050;161
;965;2156;87
7266;;1510;15
8704;;1738;215
750;;3649;213
613;;7814;5
341;;7879;96
9376;;4901;347
;1571;4221;52
;5369;8798;80
;2367;654;232
4537;;9172;108
491;;946;141
;1487;4076;36
;4192;9621;13
;8087;5514;114
7451;;7003;0
;6453;2023;188
;833;3634;24
148;;2158;185
;3132;6436;98
;8088;8175;196
5929;;8644;199
9251;;8295;276
376;;8205;118
5181;;7435;99
1501;;396;142
866;;6746;54
9293;;4793;202
;2328;9724;237
9043;;7211;46
1312;;3992;24
;7563;7028;169
;1349;7881;44
;6048;9047;339
;668;8158;73
2771;;7913;12
;7032;9156;217
4772;;9421;64
;355;8699;1
1864;;1306;6
;6335;7548;139
2741;;4710;41
;8917;683;75
5911;;1866;121
;6319;4994;124
;8019;4619;166
8768;;9705;126
5178;;9783;33
431;;6178;10
4830;;9578;228
;6776;6862;0
;8972;894;42
3526;;3128;106
;1287;6416;197
;9066;2878;65
;4825;4325;115
4829;;8229;98
3109;;9348;82
7196;;8880;67
;8911;9520;484
9263;;8252;51
;1340;8789;68
;4860;5830;221
;3627;8490;223
;8098;2557;102
619;;3581;27
;734;9219;25
3985;;6135;35
9208;;7431;194
8524;;2668;199
;5714;1898;129
1975;;3974;95
;9701;1059;204
;3650;5176;16
;3267;9681;13
6185;;9043;138
;1106;199;263
;7267;4846;294
3923;;9481;126
9132;;4353;229
1113;;4214;293
;7886;832;300
5049;;3813;231
9689;;8673;134
;8471;3696;1
;3317;2848;62
7958;;6194;55
;9095;7787;99
989;;1572;39
;4512;9473;15
;3776;4805;133
;482;3605;21
76;;1548;234
4313;;7124;109
;7237;9679;285
6579;;5816;38
;2336;9136;24
7449;;2306;133
3738;;2290;12
3750;;1440;31
;2063;4027;29
1450;;57;32
808;;5940;390
;4819;739;150
2356;;7133;48
;9095;408;133
5485;;8456;256
6430;;1491;57
;6898;4405;283
;7811;7001;286
;7874;5601;113
1253;;4984;108
;1664;947;150
;7841;2649;111
5958;;2350;5
;2442;1093;37
;7757;4108;323
3158;;1342;256
;3225;1527;121
6898;;3287;32
7509;;6916;295
;7326;9239;23
;5595;5661;195
;9977;666;292
;3424;8120;55
;1073;1245;133
;8411;9;7
2503;;8307;112
1376;;916;195
5315;;5178;27
;1242;5044;325
979;;9205;42
;1318;1333;115
6246;;6681;16
864;;5806;29
9148;;6906;73
;6809;9156;304
;6921;9432;18
8804;;869;3
;4068;4772;318
;5767;8841;20
6503;;6567;44
3533;;850;265
2169;;1854;7
;3918;5374;229
;4041;4032;126
9986;;6888;92
;4826;9989;113
6415;;7411;24
5054;;2173;75
;1495;8271;20
4995;;6235;13
;4381;353;128
;3853;8775;235
;4635;841;116
3128;;7880;26
893;;3486;71
;3410;624;183
7650;;830;35
;3823;4850;87
;3097;4822;256
;7588;7323;44
